index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold,Primary Author,Total Revenue,Publisher Profit,Rating Category
656,2011,L'amica geniale,"Elena Ferrante, Ann Goldstein",eng,Intermediate,3.88,64637,nonfiction,912.73,547.638,7.67,753,Random House LLC,41472,Elena Ferrante,912.73,547.638,Good (3.5-4.0)
657,2007,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich",Timothy Ferriss,eng,Intermediate,3.84,66129,Fiction,355.81,0.0,2.99,757,"Amazon Digital Services,  Inc.",41256,Timothy Ferriss,355.81,0.0,Good (3.5-4.0)
658,1996,The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams & Reaching Your Destiny,Robin S. Sharma,eng,Intermediate,3.77,52031,Fiction,117.81,0.0,0.99,759,"Amazon Digital Services,  Inc.",40824,Robin S. Sharma,117.81,0.0,Good (3.5-4.0)
659,2011,Rules of Civility,Amor Towles,eng,Intermediate,3.99,75541,Fiction,712.81,427.686,5.99,760,Penguin Group (USA) LLC,40824,Amor Towles,712.81,427.686,Good (3.5-4.0)
660,1970,Ringworld,Larry Niven,eng,Intermediate,3.96,76925,Fiction,117.81,70.686,0.99,760,"Amazon Digital Services,  Inc.",40176,Larry Niven,117.81,70.686,Good (3.5-4.0)
661,2011,Between Shades of Gray,Ruta Sepetys,eng,Excellent,4.36,87718,Fiction,236.81,142.086,1.99,761,"Amazon Digital Services,  Inc.",40176,Ruta Sepetys,236.81,142.086,Very Good (4.0-4.5)
662,1996,Frindle,"Andrew Clements, Brian Selznick",en-US,Intermediate,3.79,83351,Fiction,712.81,427.686,5.99,762,Macmillan,39960,Andrew Clements,712.81,427.686,Good (3.5-4.0)
663,2009,Dog Days,Jeff Kinney,en-US,Excellent,4.14,78592,Fiction,474.81,0.0,3.99,764,"Amazon Digital Services,  Inc.",39744,Jeff Kinney,474.81,0.0,Very Good (4.0-4.5)
664,2012,The Round House,Louise Erdrich,eng,Intermediate,3.91,67928,Fiction,355.81,0.0,2.99,764,"Amazon Digital Services,  Inc.",39312,Louise Erdrich,355.81,0.0,Good (3.5-4.0)
665,1973,A Wind in the Door,Madeleine L'Engle,eng,Excellent,4.07,87277,Fiction,355.81,0.0,2.99,765,"Amazon Digital Services,  Inc.",39312,Madeleine L'Engle,355.81,0.0,Very Good (4.0-4.5)
666,2012,Free Four: Tobias Tells the Divergent Story,Veronica Roth,eng,Excellent,4.18,81621,nonfiction,1188.81,713.286,9.99,765,Hachette Book Group,38880,Veronica Roth,1188.81,713.286,Very Good (4.0-4.5)
667,2015,A Little Life,Hanya Yanagihara,eng,Excellent,4.27,66782,Fiction,355.81,213.486,2.99,766,"Amazon Digital Services,  Inc.",38664,Hanya Yanagihara,355.81,213.486,Very Good (4.0-4.5)
668,2003,"Y: The Last Man, Vol. 1: Unmanned","Brian K. Vaughan, Pia Guerra, JosÃ© MarzÃ¡n Jr.",eng,Excellent,4.12,81326,Fiction,117.81,0.0,0.99,767,"Amazon Digital Services,  Inc.",38664,Brian K. Vaughan,117.81,0.0,Very Good (4.0-4.5)
669,2011,The Alloy of Law,Brandon Sanderson,eng,Excellent,4.2,72185,Fiction,593.81,0.0,4.99,768,"Amazon Digital Services,  Inc.",38448,Brandon Sanderson,593.81,0.0,Very Good (4.0-4.5)
670,2011,Dead Reckoning,Charlaine Harris,eng,Intermediate,3.77,87066,nonfiction,117.81,70.686,0.99,770,"Amazon Digital Services,  Inc.",38448,Charlaine Harris,117.81,70.686,Good (3.5-4.0)
671,1985,The Accidental Tourist,"Anne Tyler, Jennifer Bassett",eng,Intermediate,3.9,80075,Fiction,784.21,470.526,6.59,770,"Amazon Digital Services,  Inc.",38448,Anne Tyler,784.21,470.526,Good (3.5-4.0)
672,2012,Aristotle and Dante Discover the Secrets of the Universe,Benjamin Alire SÃ¡enz,Unknown,Excellent,4.34,108884,fiction,1082.9,649.74,9.1,770,"Amazon Digital Services,  Inc.",38232,Benjamin Alire SÃ¡enz,1082.9,649.74,Very Good (4.0-4.5)
673,1897,The Invisible Man,H.G. Wells,eng,Intermediate,3.62,84778,Fiction,117.81,70.686,0.99,772,Macmillan,38016,H.G. Wells,117.81,70.686,Good (3.5-4.0)
674,1985,ä¸–ç•Œã®çµ‚ã‚Šã¨ãƒãƒ¼ãƒ‰ãƒœã‚¤ãƒ«ãƒ‰ãƒ»ãƒ¯ãƒ³ãƒ€ãƒ¼ãƒ©ãƒ³ãƒ‰ [Sekai no owari to hÄdoboirudo wandÄrando],"Haruki Murakami, Alfred Birnbaum",eng,Excellent,4.15,63764,Fiction,117.81,70.686,0.99,773,"Amazon Digital Services,  Inc.",38016,Haruki Murakami,117.81,70.686,Very Good (4.0-4.5)
675,1994,Na margem do rio Piedra eu sentei e chorei,"Paulo Coelho, Alan R. Clarke",eng,Intermediate,3.57,62106,Fiction,915.11,549.066,7.69,775,Random House LLC,37584,Paulo Coelho,915.11,549.066,Good (3.5-4.0)
676,1812,Der Schweizerische Robinson,"Johann David Wyss, Scott McKowen, Arthur Pober",eng,Intermediate,3.92,78355,Fiction,355.81,0.0,2.99,779,"Amazon Digital Services,  Inc.",37584,Johann David Wyss,355.81,0.0,Good (3.5-4.0)
677,1990,Four Past Midnight,Stephen King,en-GB,Intermediate,3.9,76376,nonfiction,640.22,384.132,5.38,779,HarperCollins Publishers,37368,Stephen King,640.22,384.132,Good (3.5-4.0)
678,2012,The Marriage Bargain,Jennifer Probst,eng,Intermediate,3.81,91630,Fiction,1307.81,784.686,10.99,781,Random House LLC,37368,Jennifer Probst,1307.81,784.686,Good (3.5-4.0)
679,1909,Anne of Avonlea,L.M. Montgomery,en-US,Excellent,4.21,99918,Fiction,117.81,70.686,0.99,782,"Amazon Digital Services,  Inc.",37368,L.M. Montgomery,117.81,70.686,Very Good (4.0-4.5)
680,1930,The Little Engine That Could,"Watty Piper, Doris Hauman, George Hauman",en-US,Excellent,4.15,82102,Fiction,593.81,0.0,4.99,783,"Amazon Digital Services,  Inc.",37152,Watty Piper,593.81,0.0,Very Good (4.0-4.5)
681,2013,We Are All Completely Beside Ourselves,Karen Joy Fowler,eng,Intermediate,3.71,59973,Fiction,355.81,0.0,2.99,783,"Amazon Digital Services,  Inc.",37152,Karen Joy Fowler,355.81,0.0,Good (3.5-4.0)
682,1996,Children of the Mind,Orson Scott Card,eng,Intermediate,3.74,74517,Fiction,1022.21,613.326,8.59,784,"Amazon Digital Services,  Inc.",36936,Orson Scott Card,1022.21,613.326,Good (3.5-4.0)
683,1922,Ulysses,James Joyce,eng,Intermediate,3.74,76791,Fiction,117.81,0.0,0.99,786,"Amazon Digital Services,  Inc.",36936,James Joyce,117.81,0.0,Good (3.5-4.0)
684,1998,Someone Like You,Sarah Dessen,eng,Intermediate,3.94,84358,nonfiction,355.81,213.486,2.99,786,Simon and Schuster Digital Sales Inc,36936,Sarah Dessen,355.81,213.486,Good (3.5-4.0)
685,2003,Moloka'i,Alan Brennert,en-US,Excellent,4.15,75307,nonfiction,950.81,570.486,7.99,787,HarperCollins Christian Publishing,36720,Alan Brennert,950.81,570.486,Very Good (4.0-4.5)
686,1990,The Witching Hour,Anne Rice,eng,Excellent,4.1,79824,nonfiction,357.54,214.524,3.03,789,"Amazon Digital Services,  Inc.",36504,Anne Rice,357.54,214.524,Very Good (4.0-4.5)
687,1986,This Present Darkness,Frank E. Peretti,eng,Excellent,4.24,71815,Fiction,352.82,0.0,2.99,791,"Amazon Digital Services,  Inc.",36504,Frank E. Peretti,352.82,0.0,Very Good (4.0-4.5)
688,2012,The Coincidence of Callie & Kayden,Jessica Sorensen,eng,Excellent,4.21,97615,Fiction,116.82,70.092,0.99,792,"Amazon Digital Services,  Inc.",36504,Jessica Sorensen,116.82,70.092,Very Good (4.0-4.5)
689,2015,Fates and Furies,Lauren Groff,eng,Intermediate,3.56,66085,Fiction,862.58,517.548,7.31,792,HarperCollins Publishers,36504,Lauren Groff,862.58,517.548,Good (3.5-4.0)
690,1998,Summer Sisters,Judy Blume,Unknown,Intermediate,3.83,73515,Fiction,862.58,517.548,7.31,794,Penguin Group (USA) LLC,36504,Judy Blume,862.58,517.548,Good (3.5-4.0)
691,1945,Stuart Little,"E.B. White, Garth Williams",en-US,Intermediate,3.88,89033,Fiction,352.82,211.692,2.99,797,"Amazon Digital Services,  Inc.",36504,E.B. White,352.82,211.692,Good (3.5-4.0)
692,1953,The Foundation Trilogy,Isaac Asimov,eng,Excellent,4.39,72311,fiction,1060.82,636.492,8.99,797,HarperCollins Publishers,36504,Isaac Asimov,1060.82,636.492,Very Good (4.0-4.5)
693,1999,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,en-US,Excellent,4.06,32626,Fiction,352.82,0.0,2.99,798,"Amazon Digital Services,  Inc.",36288,Brian Greene,352.82,0.0,Very Good (4.0-4.5)
694,2000,The Austere Academy,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.97,99311,Fiction,116.82,0.0,0.99,799,"Amazon Digital Services,  Inc.",36288,Lemony Snicket,116.82,0.0,Good (3.5-4.0)
695,2001,Seven Up,Janet Evanovich,en-US,Excellent,4.15,94506,Fiction,1320.42,792.252,11.19,800,HarperCollins Publishers,36072,Janet Evanovich,1320.42,792.252,Very Good (4.0-4.5)
696,2009,The Awakening,Kelley Armstrong,eng,Excellent,4.16,95026,Fiction,761.1,456.66,6.45,802,Simon and Schuster Digital Sales Inc,36072,Kelley Armstrong,761.1,456.66,Very Good (4.0-4.5)
697,2003,Death Masks,Jim Butcher,eng,Excellent,4.32,83664,children,654.9,392.94,5.55,802,"Amazon Digital Services,  Inc.",36072,Jim Butcher,654.9,392.94,Very Good (4.0-4.5)
698,1993,Stellaluna,Janell Cannon,en-US,Excellent,4.22,87423,Fiction,116.82,70.092,0.99,803,"Amazon Digital Services,  Inc.",36072,Janell Cannon,116.82,70.092,Very Good (4.0-4.5)
699,2007,Before They Are Hanged,Joe Abercrombie,eng,Excellent,4.27,68865,Fiction,116.82,70.092,0.99,804,Random House LLC,35856,Joe Abercrombie,116.82,70.092,Very Good (4.0-4.5)
700,2007,Loving Frank,Nancy Horan,en-US,Intermediate,3.73,72734,Fiction,824.82,494.892,6.99,804,Hachette Book Group,35640,Nancy Horan,824.82,494.892,Good (3.5-4.0)
701,2002,Hard Eight,"Janet Evanovich, Lorelei King",en-US,Excellent,4.17,93057,nonfiction,1060.82,636.492,8.99,805,Random House LLC,35640,Janet Evanovich,1060.82,636.492,Very Good (4.0-4.5)
702,2001,The Vile Village,"Lemony Snicket, Brett Helquist",eng,Intermediate,3.94,89733,Fiction,706.82,424.092,5.99,808,Penguin Group (USA) LLC,35640,Lemony Snicket,706.82,424.092,Good (3.5-4.0)
703,1973,Sybil,Flora Rheta Schreiber,en-US,Intermediate,3.99,72493,nonfiction,502.68,301.608,4.26,809,HarperCollins Publishing,35640,Flora Rheta Schreiber,502.68,301.608,Good (3.5-4.0)
704,1980,Cosmos,Carl Sagan,eng,Excellent,4.35,76440,nonfiction,1131.62,678.972,9.59,810,Penguin Group (USA) LLC,35640,Carl Sagan,1131.62,678.972,Very Good (4.0-4.5)
705,2005,Haunted: A Novel of Stories,Chuck Palahniuk,eng,Intermediate,3.59,68861,fiction,234.82,140.892,1.99,810,Simon and Schuster Digital Sales Inc,35424,Chuck Palahniuk,234.82,140.892,Good (3.5-4.0)
706,1987,The Shell Seekers,Rosamunde Pilcher,eng,Excellent,4.13,73573,Fiction,588.82,0.0,4.99,811,"Amazon Digital Services,  Inc.",35424,Rosamunde Pilcher,588.82,0.0,Very Good (4.0-4.5)
707,2006,What Is the What: The Autobiography of Valentino Achak Deng,Dave Eggers,eng,Excellent,4.16,59333,Fiction,1680.32,1008.192,14.24,811,Penguin Group (USA) LLC,35424,Dave Eggers,1680.32,1008.192,Very Good (4.0-4.5)
708,1981,CrÃ³nica de una muerte anunciada,"Gabriel GarcÃ­a MÃ¡rquez, Gregory Rabassa",eng,Intermediate,3.95,56200,Fiction,1128.08,676.848,9.56,813,Simon and Schuster Digital Sales Inc,35208,Gabriel GarcÃ­a MÃ¡rquez,1128.08,676.848,Good (3.5-4.0)
709,1891,A Scandal in Bohemia,"Ronald Holt, Arthur Conan Doyle",Unknown,Excellent,4.22,65422,nonfiction,352.82,211.692,2.99,814,"Amazon Digital Services,  Inc.",35208,Ronald Holt,352.82,211.692,Very Good (4.0-4.5)
710,2011,Killing Lincoln: The Shocking Assassination that Changed America Forever,"Bill O'Reilly, Martin Dugard",eng,Excellent,4.02,71868,children,872.02,523.212,7.39,816,"Amazon Digital Services,  Inc.",35208,Bill O'Reilly,872.02,523.212,Very Good (4.0-4.5)
711,2013,The Lowland,Jhumpa Lahiri,eng,Intermediate,3.82,62231,Fiction,470.82,282.492,3.99,818,"Amazon Digital Services,  Inc.",35208,Jhumpa Lahiri,470.82,282.492,Good (3.5-4.0)
712,2004,The Ruins of Gorlan,John Flanagan,eng,Excellent,4.2,83085,nonfiction,824.82,494.892,6.99,818,Random House LLC,34992,John Flanagan,824.82,494.892,Very Good (4.0-4.5)
713,2009,Wintergirls,Laurie Halse Anderson,eng,Intermediate,3.98,87665,Fiction,352.82,0.0,2.99,819,"Amazon Digital Services,  Inc.",34992,Laurie Halse Anderson,352.82,0.0,Good (3.5-4.0)
714,2000,The Brethren,John Grisham,Unknown,Intermediate,3.71,69351,fiction,942.82,565.692,7.99,820,Penguin Group (USA) LLC,34992,John Grisham,942.82,565.692,Good (3.5-4.0)
715,1997,Assassin's Quest,Robin Hobb,eng,Excellent,4.18,67125,Fiction,470.82,0.0,3.99,821,"Amazon Digital Services,  Inc.",34776,Robin Hobb,470.82,0.0,Very Good (4.0-4.5)
716,1967,Rosemary's Baby,Ira Levin,eng,Intermediate,3.96,78766,Fiction,588.82,0.0,4.99,823,"Amazon Digital Services,  Inc.",34776,Ira Levin,588.82,0.0,Good (3.5-4.0)
717,1984,The Talisman,"Stephen King, Peter Straub",en-US,Excellent,4.12,79508,nonfiction,234.82,140.892,1.99,823,"Amazon Digital Services,  Inc.",34776,Stephen King,234.82,140.892,Very Good (4.0-4.5)
718,1998,The Path of Daggers,Robert Jordan,eng,Intermediate,3.9,74815,Fiction,234.82,140.892,1.99,824,"Amazon Digital Services,  Inc.",34560,Robert Jordan,234.82,140.892,Good (3.5-4.0)
719,1958,The Dharma Bums,Jack Kerouac,en-US,Intermediate,3.94,62454,children,725.7,435.42,6.15,825,"Amazon Digital Services,  Inc.",34560,Jack Kerouac,725.7,435.42,Good (3.5-4.0)
720,2010,The Reckoning,Kelley Armstrong,en-GB,Excellent,4.21,92922,Fiction,466.83,0.0,3.99,826,"Amazon Digital Services,  Inc.",34560,Kelley Armstrong,466.83,0.0,Very Good (4.0-4.5)
721,2012,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,en-US,Intermediate,3.97,69596,fiction,934.83,560.898,7.99,827,Random House LLC,34344,Katherine Boo,934.83,560.898,Good (3.5-4.0)
722,1934,Mary Poppins,"P.L. Travers, Mary Shepard",en-US,Excellent,4.05,82706,Fiction,349.83,209.898,2.99,830,"Amazon Digital Services,  Inc.",34128,P.L. Travers,349.83,209.898,Very Good (4.0-4.5)
723,2007,Red Seas Under Red Skies,Scott Lynch,eng,Excellent,4.23,68255,Fiction,349.83,209.898,2.99,831,"Amazon Digital Services,  Inc.",34128,Scott Lynch,349.83,209.898,Very Good (4.0-4.5)
724,1984,The House on Mango Street,Sandra Cisneros,eng,Intermediate,3.57,81579,Fiction,115.83,0.0,0.99,832,"Amazon Digital Services,  Inc.",34128,Sandra Cisneros,115.83,0.0,Good (3.5-4.0)
725,2008,City of Thieves,David Benioff,en-GB,Excellent,4.28,68063,Fiction,232.83,139.698,1.99,832,HarperCollins Publishers,34128,David Benioff,232.83,139.698,Very Good (4.0-4.5)
726,2007,Halfway to the Grave,Jeaniene Frost,eng,Excellent,4.18,106608,Fiction,232.83,139.698,1.99,834,"Amazon Digital Services,  Inc.",33912,Jeaniene Frost,232.83,139.698,Very Good (4.0-4.5)
727,1980,The Twits,"Roald Dahl, Quentin Blake",eng,Intermediate,3.94,82458,Fiction,855.27,513.162,7.31,836,Random House LLC,33696,Roald Dahl,855.27,513.162,Good (3.5-4.0)
728,2003,Abhorsen,Garth Nix,en-US,Excellent,4.29,80740,nonfiction,1519.83,911.898,12.99,836,"Amazon Digital Services,  Inc.",33696,Garth Nix,1519.83,911.898,Very Good (4.0-4.5)
729,2002,The Beach House,"James Patterson, Peter de Jonge",eng,Intermediate,3.82,68676,Fiction,466.83,0.0,3.99,837,"Amazon Digital Services,  Inc.",33480,James Patterson,466.83,0.0,Good (3.5-4.0)
730,1987,Eyes of the Dragon,Stephen King,eng,Intermediate,3.92,72714,nonfiction,700.83,420.498,5.99,837,HarperCollins Publishers,33264,Stephen King,700.83,420.498,Good (3.5-4.0)
731,1976,Children of Dune,Frank Herbert,eng,Intermediate,3.9,74133,Fiction,115.83,0.0,0.99,838,"Amazon Digital Services,  Inc.",33264,Frank Herbert,115.83,0.0,Good (3.5-4.0)
732,2011,Leviathan Wakes,James S.A. Corey,eng,Excellent,4.2,68416,nonfiction,1689.48,1013.688,14.44,840,HarperCollins Publishers,33048,James S.A. Corey,1689.48,1013.688,Very Good (4.0-4.5)
733,2015,Queen of Shadows,Sarah J. Maas,eng,Famous,4.6,99067,Fiction,349.83,209.898,2.99,841,Macmillan,33048,Sarah J. Maas,349.83,209.898,Excellent (4.5-5.0)
734,1991,Maus II : And Here My Troubles Began ,Art Spiegelman,eng,Famous,4.41,90147,nonfiction,583.83,350.298,4.99,842,Hachette Book Group,32832,Art Spiegelman,583.83,350.298,Very Good (4.0-4.5)
735,1962,The Snowy Day,Ezra Jack Keats,eng,Excellent,4.13,81914,Fiction,1170.0,702.0,10.0,843,"Amazon Digital Services,  Inc.",32832,Ezra Jack Keats,1170.0,702.0,Very Good (4.0-4.5)
736,2003,To the Nines,Janet Evanovich,eng,Excellent,4.16,86963,Fiction,1402.83,841.698,11.99,844,Penguin Group (USA) LLC,32832,Janet Evanovich,1402.83,841.698,Very Good (4.0-4.5)
737,2012,Where We Belong,Emily Giffin,en-US,Intermediate,3.86,68224,nonfiction,115.83,0.0,0.99,845,"Amazon Digital Services,  Inc.",32616,Emily Giffin,115.83,0.0,Good (3.5-4.0)
738,1994,The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus,Richard   Preston,eng,Excellent,4.1,72207,Fiction,349.83,0.0,2.99,846,"Amazon Digital Services,  Inc.",32616,Richard   Preston,349.83,0.0,Very Good (4.0-4.5)
739,1999,ã‚¹ãƒ—ãƒ¼ãƒˆãƒ‹ã‚¯ã®æ‹äºº [SupÅ«toniku no Koibito],"Haruki Murakami, Philip Gabriel",eng,Intermediate,3.82,62229,Fiction,1084.59,650.754,9.27,846,Penguin Group (USA) LLC,32616,Haruki Murakami,1084.59,650.754,Good (3.5-4.0)
740,2012,The Signature of All Things,Elizabeth Gilbert,eng,Intermediate,3.81,61135,nonfiction,232.83,139.698,1.99,848,"Amazon Digital Services,  Inc.",32400,Elizabeth Gilbert,232.83,139.698,Good (3.5-4.0)
741,2003,"Eats, Shoots and Leaves",Lynne Truss,en-US,Intermediate,3.86,79117,Fiction,466.83,0.0,3.99,852,"Amazon Digital Services,  Inc.",32184,Lynne Truss,466.83,0.0,Good (3.5-4.0)
742,2004,Dead Witch Walking,Kim Harrison,en-US,Excellent,4.04,91390,nonfiction,349.83,0.0,2.99,852,"Amazon Digital Services,  Inc.",32184,Kim Harrison,349.83,0.0,Very Good (4.0-4.5)
744,2009,An Echo in the Bone,Diana Gabaldon,eng,Famous,4.42,68854,Fiction,1391.13,834.678,11.89,854,Simon and Schuster Digital Sales Inc,32184,Diana Gabaldon,1391.13,834.678,Very Good (4.0-4.5)
745,2011,Unearthly,Cynthia Hand,en-US,Excellent,4.06,99942,Fiction,232.83,139.698,1.99,857,Hachette Book Group,31968,Cynthia Hand,232.83,139.698,Very Good (4.0-4.5)
746,1988,The Case for Christ,Lee Strobel,Unknown,Excellent,4.1,67128,Fiction,799.11,479.466,6.83,859,Macmillan,31752,Lee Strobel,799.11,479.466,Very Good (4.0-4.5)
747,2005,Knife of Dreams,Robert Jordan,en-US,Excellent,4.12,71379,Fiction,349.83,0.0,2.99,860,"Amazon Digital Services,  Inc.",31752,Robert Jordan,349.83,0.0,Very Good (4.0-4.5)
748,2002,Hoot,Carl Hiaasen,eng,Intermediate,3.81,75275,Fiction,583.83,350.298,4.99,862,Penguin Group (USA) LLC,31752,Carl Hiaasen,583.83,350.298,Good (3.5-4.0)
749,-17,Ã†neis,"Virgil, Robert Fitzgerald",eng,Intermediate,3.81,75051,Fiction,114.84,0.0,0.99,863,"Amazon Digital Services,  Inc.",31752,Virgil,114.84,0.0,Good (3.5-4.0)
750,2012,This is How You Lose Her,Junot DÃ­az,eng,Intermediate,3.75,66720,nonfiction,624.08,374.448,5.38,865,"Amazon Digital Services,  Inc.",31536,Junot DÃ­az,624.08,374.448,Good (3.5-4.0)
751,2004,ã‚¢ãƒ•ã‚¿ãƒ¼ãƒ€ãƒ¼ã‚¯ [AfutÄ dÄku],"Haruki Murakami, Jay Rubin",eng,Intermediate,3.68,64278,Fiction,694.84,0.0,5.99,866,"Amazon Digital Services,  Inc.",31536,Haruki Murakami,694.84,0.0,Good (3.5-4.0)
752,1992,Ishmael: An Adventure of the Mind and Spirit,Daniel Quinn,en-US,Intermediate,3.97,63304,Fiction,892.04,535.224,7.69,867,Random House LLC,31536,Daniel Quinn,892.04,535.224,Good (3.5-4.0)
753,2010,It's Not Summer Without You,Jenny Han,en-US,Excellent,4.14,80367,Fiction,346.84,0.0,2.99,868,"Amazon Digital Services,  Inc.",31536,Jenny Han,346.84,0.0,Very Good (4.0-4.5)
754,2012,Pushing the Limits,Katie McGarry,eng,Excellent,4.08,93818,Fiction,462.84,0.0,3.99,869,"Amazon Digital Services,  Inc.",31320,Katie McGarry,462.84,0.0,Very Good (4.0-4.5)
755,2001,Quidditch Through the Ages,"Kennilworthy Whisp, J.K. Rowling",eng,Intermediate,3.85,90908,Fiction,114.84,68.904,0.99,869,Random House LLC,31320,Kennilworthy Whisp,114.84,68.904,Good (3.5-4.0)
756,1977,Miss Nelson Is Missing!,"Harry Allard, James  Marshall",eng,Excellent,4.26,77206,Fiction,1158.84,695.304,9.99,871,Penguin Group (USA) LLC,31320,Harry Allard,1158.84,695.304,Very Good (4.0-4.5)
757,1979,The Long Walk,"Richard Bachman, Stephen King",eng,Excellent,4.11,71775,nonfiction,462.84,277.704,3.99,871,Hachette Book Group,31320,Richard Bachman,462.84,277.704,Very Good (4.0-4.5)
758,2001,The Ersatz Elevator,"Lemony Snicket, Brett Helquist",eng,Excellent,4.01,90071,nonfiction,230.84,138.504,1.99,873,Random House LLC,31104,Lemony Snicket,230.84,138.504,Very Good (4.0-4.5)
759,2004,Messenger ,Lois Lowry,eng,Intermediate,3.9,79746,Fiction,462.84,277.704,3.99,877,"Amazon Digital Services,  Inc.",30888,Lois Lowry,462.84,277.704,Good (3.5-4.0)
760,2007,Lover Revealed,J.R. Ward,eng,Excellent,4.3,97830,Fiction,694.84,0.0,5.99,879,"Amazon Digital Services,  Inc.",30888,J.R. Ward,694.84,0.0,Very Good (4.0-4.5)
761,2005,'Salem's Lot The Illustrated Edition,"Stephen King, Jerry N. Uelsmann",eng,Excellent,4.25,72797,Fiction,770.24,462.144,6.64,879,Hachette Book Group,30672,Stephen King,770.24,462.144,Very Good (4.0-4.5)
762,2007,The Mysterious Benedict Society,"Trenton Lee Stewart, Carson Ellis",en-US,Excellent,4.14,87335,Fiction,114.84,68.904,0.99,881,"Amazon Digital Services,  Inc.",30672,Trenton Lee Stewart,114.84,68.904,Very Good (4.0-4.5)
763,2007,God is Not Great: How Religion Poisons Everything,Christopher Hitchens,eng,Intermediate,3.96,64347,children,694.84,416.904,5.99,883,"Amazon Digital Services,  Inc.",30456,Christopher Hitchens,694.84,416.904,Good (3.5-4.0)
764,2013,"Never Too Far (Too Far, #2)",Abbi Glines,eng,Excellent,4.21,97616,Fiction,114.84,68.904,0.99,884,"Amazon Digital Services,  Inc.",30456,Abbi Glines,114.84,68.904,Very Good (4.0-4.5)
765,2004,State of Fear,Michael Crichton,eng,Intermediate,3.69,65397,Fiction,114.84,68.904,0.99,885,"Amazon Digital Services,  Inc.",30240,Michael Crichton,114.84,68.904,Good (3.5-4.0)
766,2012,The Statistical Probability of Love at First Sight,Jennifer E. Smith,eng,Intermediate,3.8,89356,Fiction,114.84,0.0,0.99,886,"Amazon Digital Services,  Inc.",30240,Jennifer E. Smith,114.84,0.0,Good (3.5-4.0)
767,2004,The Golem's Eye,Jonathan Stroud,en-US,Excellent,4.09,69058,nonfiction,810.84,486.504,6.99,886,Simon and Schuster Digital Sales Inc,29808,Jonathan Stroud,810.84,486.504,Very Good (4.0-4.5)
